"","R_region","R_age","R_edu","R_income","R_health","R_height","R_happy","A_height","A_edu","A_income"
"1240","Central West",23,"Junior high school",100,"Excellent",170,"Very happy",180,"Junior high school",100
"1241","Central West",30,"Never attended school",200,"Excellent",160,"Very happy",180,"Junior high school",400
"1242","Central West",54,"Never attended school",30,"Good",155,"Somewhat happy",164,"Never attended school",30
"1243","Central West",38,"Never attended school",100,"Excellent",164,"Somewhat happy",170,"Junior high school",500
"1244","Central West",43,"Never attended school",100,"Good",154,"Not too happy",160,"Never attended school",100
"1245","Central West",43,"Elementary school",100,"Fair",167,"Somewhat happy",165,"Elementary school",100
"1246","Central West",22,"Junior high school",0,"Good",160,"Somewhat happy",175,"Junior high school",500
"1247","Central West",32,"Elementary school",100,"Good",154,"Not too happy",165,"Elementary school",100
"1248","Central West",42,"Never attended school",100,"Good",154,"Somewhat happy",178,"Never attended school",100
"1249","Central West",25,"Never attended school",80,"Good",165,"Somewhat happy",170,"Elementary school",80
"1250","Central West",27,"Senior high school",200,"Fair",165,"Somewhat happy",178,"Junior high school",100
"1251","Central West",32,"Junior high school",200,"Good",160,"Not too happy",173,"Senior high school",800
"1252","Central West",45,"Junior high school",400,"Good",156,"Somewhat happy",175,"Junior college",400
"1253","Central West",44,"Senior high school",300,"Good",149,"Somewhat happy",176,"Junior college",900
"1254","Central West",44,"Senior high school",700,"Good",162,"Somewhat happy",178,"Junior high school",800
"1255","Central West",59,"Junior high school",400,"Not good",163,"Not too happy",176,"Junior high school",500
"1256","Central West",46,"Junior high school",200,"Good",155,"Somewhat happy",172,"Junior high school",500
"1257","Central West",42,"Senior high school",400,"Fair",167,"Not too happy",177,"Senior high school",500
"1258","Central West",46,"Senior high school",500,"Good",160,"Somewhat happy",184,"Senior high school",500
"1259","Central West",39,"Senior high school",30,"Fair",160,"Somewhat happy",172,"Senior high school",500
"1260","Central West",37,"Senior high school",80,"Not good",167,"Somewhat happy",180,"Senior high school",3000
"1261","Central West",46,"Senior high school",300,"Not good",164,"Somewhat happy",174,"Senior high school",200
"1262","Central West",38,"Senior high school",300,"Fair",159,"Not too happy",171,"Junior high school",7000
"1263","Central West",39,"Senior high school",400,"Fair",164,"Somewhat happy",173,"Junior college",800
"1264","Central West",43,"Senior high school",200,"Not good",158,"Somewhat happy",170,"Junior high school",600
"1265","Central West",29,"Senior high school",800,"Fair",171,"Somewhat happy",180,"Senior high school",600
"1266","Central West",45,"Senior high school",400,"Good",160,"Somewhat happy",170,"Senior high school",200
"1267","Central West",54,"Elementary school",500,"Fair",154,"Somewhat happy",165,"Senior high school",300
"1268","Central West",37,"Junior high school",200,"Excellent",165,"Somewhat happy",170,"Senior high school",300
"1269","Central West",44,"Senior high school",900,"Excellent",160,"Somewhat happy",170,"Junior high school",300
"1270","Central West",56,"Junior high school",300,"Good",151,"Somewhat happy",170,"Senior high school",700
"1271","Central West",41,"Senior high school",300,"Fair",164,"Somewhat happy",176,"Senior high school",400
"1272","Central West",39,"Senior high school",400,"Fair",157,"Not too happy",169,"Junior college",500
"1273","Central West",45,"Senior high school",300,"Good",164,"Somewhat happy",183,"Junior college",500
"1274","Central West",26,"Junior high school",200,"Good",162,"Somewhat happy",170,"Junior high school",400
"1275","Coastal East",29,"Junior high school",1000,"Excellent",158,"Somewhat happy",173,"Junior high school",2000
"1276","Coastal East",49,"Senior high school",1000,"Excellent",160,"Somewhat happy",167,"Elementary school",1000
"1277","Coastal East",32,"Junior high school",1000,"Fair",165,"Not too happy",170,"Elementary school",1000
"1278","Coastal East",47,"Elementary school",1000,"Good",150,"Not too happy",170,"Elementary school",300
"1279","Coastal East",42,"Senior high school",500,"Fair",165,"Somewhat happy",174,"Junior high school",200
"1280","Coastal East",50,"Junior high school",0,"Fair",160,"Somewhat happy",162,"Senior high school",1000
"1281","Coastal East",52,"Elementary school",100,"Fair",150,"Somewhat happy",175,"Elementary school",100
"1282","Coastal East",40,"Junior high school",800,"Fair",160,"Somewhat happy",168,"Senior high school",800
"1283","Coastal East",44,"Junior high school",80,"Fair",163,"Somewhat happy",168,"Senior high school",80
"1284","Coastal East",52,"Elementary school",300,"Good",160,"Somewhat happy",165,"Elementary school",300
"1285","Coastal East",24,"Junior high school",300,"Good",156,"Somewhat happy",171,"Senior high school",1000
"1286","Coastal East",33,"Junior high school",400,"Fair",151,"Somewhat happy",172,"Junior high school",400
"1287","Coastal East",27,"Junior high school",800,"Good",160,"Very happy",165,"Junior high school",1000
"1288","Coastal East",35,"Junior high school",700,"Good",156,"Somewhat happy",170,"Junior high school",800
"1289","Coastal East",34,"Junior high school",800,"Good",156,"Somewhat happy",174,"Junior high school",1000
"1290","Coastal East",40,"Elementary school",400,"Excellent",160,"Not too happy",168,"Junior high school",100
"1291","Coastal East",38,"Senior high school",300,"Fair",161,"Very happy",178,"Junior high school",1000
"1292","Coastal East",51,"Elementary school",700,"Fair",162,"Somewhat happy",170,"Junior high school",0
"1293","Coastal East",31,"Junior high school",500,"Not good",162,"Somewhat happy",178,"Junior high school",2000
"1294","Coastal East",24,"Junior high school",400,"Excellent",158,"Somewhat happy",161,"Junior high school",6000
"1295","Coastal East",54,"Elementary school",300,"Not good",158,"Very happy",178,"Junior high school",900
"1296","Coastal East",39,"Senior high school",200,"Fair",163,"Very happy",169,"Junior high school",2000
"1297","Coastal East",34,"Junior high school",500,"Fair",155,"Not too happy",174,"Junior high school",800
"1298","Coastal East",29,"Junior high school",0,"Fair",155,"Somewhat happy",176,"Senior high school",1000
"1299","Coastal East",42,"Junior high school",700,"Good",158,"Somewhat happy",170,"Elementary school",1000
"1300","Coastal East",29,"Senior high school",800,"Fair",163,"Somewhat happy",170,"Junior high school",1000
"1301","Coastal East",42,"Junior high school",600,"Excellent",155,"Somewhat happy",181,"Junior high school",800
"1302","Coastal East",40,"Elementary school",600,"Good",150,"Somewhat happy",167,"Elementary school",600
"1303","Coastal East",34,"Junior high school",500,"Excellent",158,"Somewhat happy",170,"Junior high school",700
"1304","Coastal East",32,"Elementary school",500,"Excellent",160,"Somewhat happy",175,"Senior high school",1000
"1305","Coastal East",41,"Never attended school",300,"Excellent",160,"Very happy",180,"Never attended school",300
"1306","Coastal East",30,"Elementary school",300,"Excellent",170,"Very happy",176,"Elementary school",300
"1307","Coastal East",27,"Junior high school",0,"Good",163,"Somewhat happy",170,"Senior high school",300
"1308","Coastal East",41,"Elementary school",400,"Excellent",153,"Very happy",160,"Junior high school",400
"1309","Coastal East",28,"Senior high school",700,"Excellent",163,"Very happy",173,"Senior high school",2000
"1310","Coastal East",31,"Junior high school",0,"Excellent",156,"Very happy",180,"Senior high school",1000
"1311","Coastal East",47,"Never attended school",300,"Good",167,"Somewhat happy",172,"Never attended school",300
"1312","Coastal East",42,"Elementary school",600,"Fair",162,"Somewhat happy",172,"Senior high school",500
"1313","Coastal East",44,"Never attended school",600,"Good",160,"Somewhat happy",167,"Never attended school",600
"1314","Coastal East",45,"Junior high school",600,"Fair",168,"Somewhat happy",181,"Elementary school",0
"1315","Coastal East",35,"Junior high school",0,"Fair",158,"Somewhat happy",175,"Senior high school",1000
"1316","Coastal East",42,"Junior high school",500,"Excellent",158,"Very happy",160,"Junior high school",1000
"1317","Coastal East",44,"Never attended school",400,"Excellent",155,"Very happy",170,"Never attended school",800
"1318","Coastal East",37,"Junior high school",500,"Excellent",153,"Somewhat happy",170,"Junior high school",600
"1319","Coastal East",39,"Elementary school",0,"Excellent",163,"Somewhat happy",178,"University",1000
"1320","Coastal East",32,"Never attended school",10,"Excellent",160,"Very happy",170,"Never attended school",10
"1321","Coastal East",34,"Junior high school",400,"Excellent",165,"Somewhat happy",176,"Elementary school",700
"1322","Coastal East",26,"Senior high school",0,"Excellent",157,"Somewhat happy",165,"Elementary school",400
"1323","Coastal East",37,"Senior high school",400,"Excellent",156,"Very happy",176,"Junior high school",7000
"1324","Coastal East",36,"Junior high school",2000,"Excellent",157,"Somewhat happy",175,"Junior high school",10000
"1325","Coastal East",25,"Junior high school",500,"Good",158,"Somewhat happy",170,"Junior high school",300
"1326","Coastal East",29,"Senior high school",300,"Excellent",160,"Very happy",175,"Senior high school",1000
"1327","Coastal East",44,"Junior high school",800,"Good",170,"Somewhat happy",170,"Elementary school",800
"1328","Coastal East",24,"Senior high school",400,"Good",160,"Somewhat happy",176,"Junior high school",1000
"1329","Coastal East",38,"Senior high school",400,"Good",158,"Somewhat happy",173,"Junior high school",200
"1330","Coastal East",40,"Junior high school",700,"Fair",164,"Very happy",170,"Junior high school",1000
"1331","Coastal East",50,"Elementary school",0,"Good",155,"Not too happy",171,"Junior high school",400
"1332","Coastal East",35,"Senior high school",1000,"Excellent",160,"Very happy",165,"Senior high school",2000
"1333","Coastal East",41,"Junior high school",700,"Good",158,"Very happy",165,"Elementary school",1000
"1334","Coastal East",29,"Junior high school",500,"Excellent",157,"Very happy",170,"Senior high school",100
"1335","Coastal East",54,"Junior high school",0,"Good",165,"Very happy",168,"Junior high school",400
"1336","Coastal East",35,"Elementary school",0,"Excellent",160,"Somewhat happy",173,"Junior high school",700
"1337","Coastal East",53,"Never attended school",0,"Excellent",158,"Somewhat happy",170,"Junior high school",600
"1338","Coastal East",28,"Senior high school",0,"Excellent",155,"Very happy",172,"Junior high school",1000
"1339","Coastal East",39,"Junior high school",500,"Excellent",140,"Very happy",160,"Junior high school",1000
"1340","Coastal East",38,"Senior high school",800,"Excellent",163,"Very happy",175,"Junior high school",800
"1341","Coastal East",43,"Senior high school",40,"Good",160,"Somewhat happy",165,"Junior high school",3000
"1342","Coastal East",36,"Senior high school",600,"Good",159,"Somewhat happy",170,"Senior high school",1000
"1343","Coastal East",43,"Senior high school",100,"Good",153,"Somewhat happy",163,"Elementary school",600
"1344","Coastal East",42,"Elementary school",1000,"Good",160,"Somewhat happy",178,"Junior high school",1000
"1345","Coastal East",44,"Elementary school",2000,"Good",164,"Somewhat happy",170,"Elementary school",30
"1346","Coastal East",48,"Elementary school",2000,"Good",150,"Somewhat happy",180,"Elementary school",1000
"1347","Coastal East",44,"Elementary school",300,"Fair",169,"Somewhat happy",171,"Elementary school",300
"1348","Coastal East",25,"Senior high school",600,"Good",159,"Somewhat happy",171,"Senior high school",1000
"1349","Coastal East",37,"Senior high school",3000,"Fair",150,"Somewhat happy",171,"Senior high school",1000
"1350","Coastal East",42,"Elementary school",2000,"Excellent",160,"Somewhat happy",165,"Senior high school",3000
"1351","Coastal East",25,"Junior high school",500,"Fair",159,"Somewhat happy",167,"Junior high school",3000
"1352","Coastal East",44,"Never attended school",200,"Fair",160,"Somewhat happy",167,"Senior high school",700
"1353","Coastal East",38,"Elementary school",500,"Excellent",156,"Very happy",177,"Senior high school",500
"1354","Coastal East",33,"Elementary school",600,"Good",162,"Very happy",160,"Junior high school",500
"1355","Coastal East",52,"Elementary school",700,"Fair",159,"Somewhat happy",170,"Senior high school",800
"1356","Coastal East",40,"Senior high school",600,"Good",170,"Very happy",172,"Junior high school",1000
"1357","Coastal East",38,"Never attended school",500,"Good",165,"Somewhat happy",163,"Junior high school",500
"1358","Coastal East",35,"Junior high school",400,"Excellent",156,"Somewhat happy",165,"Junior high school",700
"1359","Coastal East",36,"Senior high school",600,"Excellent",162,"Somewhat happy",171,"Senior high school",500
"1360","Coastal East",54,"Senior high school",1000,"Good",159,"Somewhat happy",168,"Senior high school",900
"1361","Coastal East",49,"Elementary school",400,"Excellent",160,"Very happy",175,"University",1000
"1362","Coastal East",39,"Senior high school",2000,"Good",160,"Somewhat happy",169,"Senior high school",1000
"1363","Coastal East",46,"Elementary school",500,"Excellent",155,"Somewhat happy",171,"Junior high school",500
"1364","Coastal East",35,"Junior high school",800,"Excellent",155,"Not too happy",170,"Elementary school",800
"1365","Coastal East",35,"Senior high school",1000,"Good",157,"Somewhat happy",172,"Senior high school",3000
"1366","Coastal East",30,"Junior college",2000,"Good",167,"Somewhat happy",167,"Junior college",2000
"1367","Coastal East",44,"Junior high school",1000,"Good",168,"Somewhat happy",170,"Junior high school",700
"1368","Coastal East",27,"Junior high school",600,"Fair",160,"Very happy",165,"Junior high school",700
"1369","Coastal East",37,"Senior high school",1000,"Excellent",160,"Somewhat happy",170,"Senior high school",1000
"1370","Coastal East",27,"Junior high school",600,"Fair",173,"Somewhat happy",180,"Junior high school",600
"1371","Coastal East",31,"Elementary school",400,"Fair",150,"Not too happy",160,"Elementary school",1000
"1372","Coastal East",35,"Junior high school",500,"Excellent",153,"Somewhat happy",170,"Junior high school",500
"1373","Coastal East",45,"Elementary school",500,"Excellent",158,"Very happy",173,"Junior high school",600
"1374","Coastal East",29,"Junior high school",0,"Fair",155,"Somewhat happy",171,"Senior high school",900
"1375","Coastal East",54,"Elementary school",500,"Fair",158,"Very happy",165,"Junior high school",600
"1376","Coastal East",32,"Elementary school",800,"Fair",150,"Somewhat happy",170,"Elementary school",800
"1377","Coastal East",61,"Senior high school",1000,"Good",155,"Very happy",170,"Senior high school",1000
"1378","Coastal East",35,"Junior high school",200,"Good",158,"Somewhat happy",168,"Junior high school",600
"1379","Coastal East",49,"Junior high school",700,"Not good",155,"Somewhat happy",173,"Senior high school",800
"1380","Coastal East",50,"Junior high school",1000,"Good",160,"Somewhat happy",166,"Junior high school",700
"1381","Coastal East",52,"Junior high school",700,"Excellent",163,"Very happy",165,"University",1000
"1382","Coastal East",62,"Junior college",1000,"Fair",155,"Somewhat happy",169,"Junior college",1000
"1383","Coastal East",61,"University",2000,"Good",162,"Somewhat happy",165,"University",1000
"1384","Coastal East",53,"Junior high school",600,"Fair",159,"Somewhat happy",170,"Junior high school",600
"1385","Coastal East",37,"Senior high school",2000,"Good",157,"Somewhat happy",172,"Senior high school",600
"1386","Coastal East",28,"Junior college",3000,"Not good",160,"Very happy",170,"Junior college",6000
"1387","Coastal East",63,"Senior high school",900,"Not good",162,"Somewhat happy",169,"Junior high school",1000
"1388","Coastal East",52,"Senior high school",1000,"Good",152,"Somewhat happy",175,"Senior high school",1000
"1389","Coastal East",41,"Junior high school",700,"Fair",155,"Somewhat happy",170,"Junior college",800
"1390","Coastal East",38,"Junior college",3000,"Fair",158,"Somewhat happy",171,"University",3000
"1391","Coastal East",48,"Junior high school",800,"Fair",152,"Somewhat happy",174,"Senior high school",1000
"1392","Coastal East",46,"Senior high school",2000,"Excellent",157,"Very happy",168,"Junior high school",2000
"1393","Coastal East",34,"Elementary school",100,"Excellent",160,"Somewhat happy",165,"Junior high school",1000
"1394","Coastal East",47,"Senior high school",2000,"Fair",162,"Somewhat happy",172,"Junior high school",600
"1395","Coastal East",51,"Junior high school",1000,"Good",160,"Somewhat happy",165,"Senior high school",2000
"1396","Coastal East",42,"Elementary school",200,"Excellent",166,"Very happy",170,"Elementary school",900
"1397","Coastal East",56,"Junior high school",1000,"Fair",164,"Somewhat happy",176,"University",2000
"1398","Coastal East",41,"Junior high school",1000,"Excellent",170,"Somewhat happy",180,"Junior high school",0
"1399","Coastal East",46,"Senior high school",2000,"Fair",154,"Somewhat happy",174,"Junior college",2000
"1400","Coastal East",61,"Junior high school",500,"Fair",157,"Somewhat happy",158,"Senior high school",800
"1401","Coastal East",44,"Junior high school",500,"Excellent",150,"Somewhat happy",168,"Elementary school",500
"1402","Coastal East",37,"Junior college",1000,"Good",164,"Somewhat happy",174,"University",1000
"1403","Coastal East",44,"Junior high school",400,"Fair",157,"Somewhat happy",173,"Junior high school",2000
"1404","Coastal East",48,"Junior college",2000,"Good",159,"Somewhat happy",170,"Junior college",2000
"1405","Coastal East",31,"Elementary school",500,"Excellent",165,"Somewhat happy",167,"Junior high school",500
"1406","Coastal East",61,"Senior high school",600,"Fair",153,"Somewhat happy",166,"Junior high school",1000
"1407","Coastal East",45,"Junior high school",700,"Fair",165,"Somewhat happy",182,"Junior high school",600
"1408","Coastal East",47,"University",1000,"Fair",166,"Somewhat happy",178,"Junior college",1000
"1409","Coastal East",57,"Junior college",1000,"Fair",158,"Somewhat happy",166,"Junior high school",1000
"1410","Coastal East",39,"Junior high school",300,"Fair",150,"Somewhat happy",170,"Junior high school",600
"1411","Coastal East",53,"Elementary school",700,"Fair",158,"Somewhat happy",176,"Junior high school",2000
"1412","Coastal East",39,"Elementary school",600,"Good",145,"Somewhat happy",170,"Senior high school",500
"1413","Coastal East",39,"Senior high school",2000,"Excellent",160,"Somewhat happy",173,"Junior college",3000
"1414","Coastal East",45,"Senior high school",500,"Excellent",164,"Somewhat happy",175,"Junior high school",2000
"1415","Coastal East",42,"Senior high school",900,"Good",156,"Somewhat happy",170,"Junior college",600
"1416","Coastal East",64,"Senior high school",100,"Fair",164,"Somewhat happy",170,"Senior high school",2000
"1417","Coastal East",54,"Senior high school",700,"Fair",157,"Somewhat happy",179,"Junior college",1000
"1418","Coastal East",33,"University",2000,"Good",165,"Somewhat happy",175,"University",2000
"1419","Coastal East",54,"Junior college",2000,"Good",163,"Very happy",170,"Senior high school",2000
"1420","Coastal East",30,"Junior high school",300,"Good",156,"Somewhat happy",165,"Junior high school",700
"1421","Coastal East",54,"Senior high school",700,"Fair",160,"Somewhat happy",175,"Junior high school",3000
"1422","Coastal East",35,"Junior high school",400,"Fair",162,"Somewhat happy",170,"Junior high school",900
"1423","Coastal East",32,"Junior high school",300,"Excellent",165,"Very happy",165,"Junior college",1000
"1424","Coastal East",43,"Senior high school",600,"Not good",157,"Somewhat happy",170,"Senior high school",900
"1425","Coastal East",44,"Junior high school",200,"Not good",150,"Somewhat happy",175,"Junior high school",600
"1426","Coastal East",46,"Junior high school",1000,"Excellent",160,"Somewhat happy",182,"Junior high school",1000
"1427","Coastal East",32,"Senior high school",1000,"Good",168,"Very happy",175,"Senior high school",2000
"1428","Coastal East",27,"University",2000,"Good",162,"Somewhat happy",175,"University",3000
"1429","Coastal East",44,"Senior high school",1000,"Good",158,"Somewhat happy",172,"Senior high school",1000
"1430","Coastal East",27,"Junior high school",700,"Fair",152,"Somewhat happy",167,"Senior high school",1000
"1431","Coastal East",33,"Junior high school",600,"Good",163,"Somewhat happy",155,"Junior high school",600
"1432","Coastal East",50,"Junior high school",2000,"Good",164,"Somewhat happy",174,"Senior high school",1000
"1433","Coastal East",44,"Junior college",3000,"Good",161,"Very happy",171,"Senior high school",1000
"1434","Coastal East",46,"Junior high school",2000,"Fair",171,"Somewhat happy",182,"Senior high school",1000
"1435","Coastal East",46,"Senior high school",1000,"Fair",152,"Somewhat happy",170,"Senior high school",1000
"1436","Coastal East",43,"Junior high school",500,"Fair",156,"Somewhat happy",180,"Senior high school",1000
"1437","Coastal East",58,"Senior high school",3000,"Fair",153,"Somewhat happy",167,"Junior high school",700
"1438","Coastal East",26,"Junior high school",1000,"Fair",160,"Very unhappy",170,"Elementary school",2000
"1439","Coastal East",44,"Senior high school",400,"Fair",156,"Very happy",173,"Junior high school",600
"1440","Coastal East",38,"Junior high school",800,"Fair",160,"Somewhat happy",168,"Junior high school",800
"1441","Coastal East",20,"Senior high school",2000,"Fair",166,"Somewhat happy",173,"Senior high school",2000
"1442","Coastal East",42,"Junior high school",700,"Good",161,"Somewhat happy",175,"Junior high school",1000
"1443","Coastal East",44,"Junior high school",1000,"Good",160,"Somewhat happy",183,"Junior high school",1000
"1444","Coastal East",54,"Junior high school",1000,"Good",162,"Very happy",170,"University",1000
"1445","Coastal East",42,"Senior high school",900,"Excellent",150,"Not too happy",163,"Senior high school",1000
"1446","Coastal East",44,"Junior high school",600,"Fair",173,"Somewhat happy",182,"Senior high school",300
"1447","Coastal East",38,"Junior high school",1000,"Excellent",164,"Very happy",174,"Senior high school",800
"1448","Coastal East",64,"Junior high school",500,"Good",156,"Somewhat happy",172,"Elementary school",1000
"1449","Coastal East",28,"Junior college",1000,"Excellent",168,"Somewhat happy",176,"University",2000
"1450","Coastal East",41,"Senior high school",1000,"Excellent",160,"Very happy",174,"Senior high school",1000
"1451","Coastal East",64,"Elementary school",500,"Fair",156,"Somewhat happy",172,"Junior high school",800
"1452","Coastal East",55,"Junior high school",700,"Fair",165,"Somewhat happy",174,"Senior high school",1000
"1453","Coastal East",49,"Junior high school",600,"Good",165,"Somewhat happy",170,"Junior high school",700
"1454","Coastal East",45,"Junior high school",800,"Good",160,"Somewhat happy",180,"Senior high school",2000
"1455","Coastal East",63,"Elementary school",600,"Good",146,"Somewhat happy",172,"Elementary school",600
"1456","Coastal East",41,"Senior high school",900,"Fair",160,"Somewhat happy",170,"Junior high school",1000
"1457","Coastal East",43,"Senior high school",700,"Not good",170,"Not too happy",174,"Junior high school",400
"1458","Coastal East",52,"Junior high school",2000,"Good",154,"Somewhat happy",173,"Junior high school",3000
"1459","Coastal East",57,"Junior high school",800,"Fair",155,"Somewhat happy",177,"Senior high school",600
"1460","Coastal East",61,"Elementary school",1000,"Excellent",164,"Very happy",165,"Elementary school",0
"1461","Coastal East",40,"Junior high school",300,"Poor",159,"Not too happy",160,"Junior high school",200
"1462","Coastal East",43,"Senior high school",1000,"Fair",163,"Not too happy",180,"Junior high school",300
"1463","Coastal East",38,"Junior high school",3000,"Excellent",160,"Not too happy",173,"Senior high school",3000
"1464","Coastal East",51,"Junior high school",600,"Good",170,"Somewhat happy",172,"Junior high school",1000
"1465","Coastal East",42,"Junior high school",600,"Excellent",157,"Somewhat happy",174,"Junior high school",600
"1466","Coastal East",43,"Senior high school",400,"Not good",165,"Somewhat happy",176,"Senior high school",900
"1467","Coastal East",25,"Junior college",2000,"Excellent",157,"Very happy",175,"University",10000
"1468","Coastal East",39,"Senior high school",800,"Good",163,"Somewhat happy",178,"Senior high school",2000
"1469","Coastal East",47,"Junior high school",1000,"Fair",152,"Somewhat happy",170,"Junior high school",2000
"1470","Coastal East",46,"Senior high school",800,"Fair",158,"Somewhat happy",175,"Junior high school",400
"1471","Coastal East",50,"Junior high school",1000,"Good",161,"Very happy",168,"Senior high school",400
"1472","Coastal East",43,"Senior high school",300,"Good",160,"Somewhat happy",178,"Senior high school",1000
"1473","Coastal East",43,"Junior college",1000,"Excellent",162,"Very happy",175,"Senior high school",2000
"1474","Coastal East",29,"Junior college",2000,"Good",158,"Somewhat happy",178,"Senior high school",1000
"1475","Coastal East",53,"Senior high school",700,"Good",154,"Somewhat happy",170,"Junior high school",700
"1476","Coastal East",49,"Junior high school",700,"Good",162,"Somewhat happy",170,"Junior college",800
"1477","Coastal East",60,"Junior college",900,"Fair",156,"Somewhat happy",175,"Senior high school",900
"1478","Coastal East",41,"Senior high school",2000,"Excellent",158,"Somewhat happy",169,"Junior college",1000
"1479","Coastal East",42,"Junior college",1000,"Excellent",157,"Somewhat happy",172,"Senior high school",2000
"1480","Coastal East",45,"Senior high school",1000,"Fair",160,"Somewhat happy",176,"Junior high school",4000
"1481","Coastal East",46,"Junior high school",0,"Good",164,"Somewhat happy",170,"Junior college",5000
"1482","Coastal East",25,"Senior high school",1000,"Good",160,"Somewhat happy",175,"Junior college",6000
"1483","Coastal East",26,"Junior high school",0,"Good",153,"Somewhat happy",170,"Junior college",2000
"1484","Coastal East",32,"Junior college",1000,"Good",160,"Somewhat happy",178,"Senior high school",2000
"1485","Coastal East",54,"Junior high school",600,"Fair",156,"Somewhat happy",173,"Senior high school",800
"1486","Coastal East",40,"Senior high school",1000,"Good",164,"Somewhat happy",170,"Junior college",2000
"1487","Coastal East",52,"Senior high school",1000,"Fair",158,"Somewhat happy",178,"Junior high school",800
"1488","Coastal East",46,"Junior high school",1000,"Excellent",155,"Somewhat happy",174,"Junior college",700
"1489","Coastal East",36,"Senior high school",600,"Fair",168,"Somewhat happy",178,"Senior high school",2000
"1490","Coastal East",55,"Junior college",1000,"Fair",164,"Somewhat happy",178,"Junior high school",1000
"1491","North",43,"Junior college",3000,"Fair",157,"Very happy",165,"University",6000
"1492","North",37,"Senior high school",2000,"Good",165,"Somewhat happy",170,"Junior high school",2000
"1493","North",36,"University",2000,"Fair",155,"Somewhat happy",172,"University",4000
"1494","North",40,"Junior college",2000,"Excellent",162,"Very happy",172,"University",3000
"1495","North",33,"University",2000,"Excellent",163,"Very happy",165,"University",3000
"1496","North",34,"University",2000,"Excellent",163,"Very happy",170,"University",3000
"1497","North",45,"Junior college",1000,"Fair",158,"Somewhat happy",172,"University",4000
"1498","North",37,"University",2000,"Excellent",165,"Somewhat happy",173,"University",3000
"1499","North",46,"Junior high school",1000,"Fair",160,"Somewhat happy",173,"Junior college",4000
"1500","North",27,"University",4000,"Good",165,"Somewhat happy",180,"University",4000
"1501","North",64,"University",1000,"Fair",155,"Very happy",170,"University",2000
"1502","North",53,"Junior college",2000,"Fair",163,"Somewhat happy",170,"University",2000
"1503","North",58,"Senior high school",1000,"Good",167,"Somewhat happy",181,"University",2000
"1504","North",61,"Junior college",2000,"Good",155,"Very happy",165,"Junior college",1000
"1505","North",31,"University",7000,"Fair",163,"Somewhat happy",164,"University",10000
"1506","North",38,"Junior college",2000,"Excellent",162,"Very happy",176,"University",8000
"1507","North",63,"University",3000,"Fair",158,"Somewhat happy",178,"Junior college",1000
"1508","North",27,"University",5000,"Fair",166,"Very happy",170,"University",4000
"1509","North",30,"Junior college",2000,"Fair",160,"Somewhat happy",170,"University",3000
"1510","North",40,"University",1000,"Fair",161,"Somewhat happy",173,"University",4000
"1511","North",48,"University",3000,"Good",163,"Somewhat happy",176,"University",2000
"1512","North",43,"Senior high school",600,"Good",162,"Not too happy",176,"Senior high school",800
"1513","North",48,"Junior high school",700,"Good",156,"Somewhat happy",170,"Junior high school",2000
"1514","North",50,"Senior high school",800,"Excellent",158,"Somewhat happy",175,"Junior college",3000
"1515","North",45,"Junior high school",400,"Excellent",161,"Somewhat happy",163,"Junior high school",500
"1516","North",45,"Junior high school",1000,"Good",156,"Somewhat happy",168,"Junior college",1000
"1517","North",56,"Junior high school",500,"Good",157,"Not too happy",171,"Junior high school",1000
"1518","North",36,"University",3000,"Excellent",163,"Very happy",175,"University",4000
"1519","North",40,"Junior high school",600,"Fair",160,"Not too happy",175,"Junior high school",400
"1520","North",31,"Junior high school",0,"Excellent",158,"Somewhat happy",170,"Junior high school",2000
"1521","North",53,"Junior high school",900,"Fair",164,"Somewhat happy",176,"Junior high school",2000
"1522","North",50,"Junior high school",800,"Fair",160,"Somewhat happy",168,"Senior high school",1000
"1523","North",35,"Senior high school",1000,"Good",162,"Somewhat happy",176,"Senior high school",1000
"1524","North",52,"Junior high school",1000,"Excellent",160,"Somewhat happy",176,"Senior high school",2000
"1525","North",40,"Senior high school",1000,"Excellent",158,"Somewhat happy",170,"Junior high school",800
"1526","North",43,"Elementary school",300,"Fair",164,"Not too happy",173,"Elementary school",500
"1527","North",60,"Junior high school",700,"Not good",160,"Somewhat happy",171,"Junior high school",800
"1528","North",43,"Junior high school",400,"Excellent",160,"Somewhat happy",167,"Elementary school",0
"1529","North",31,"Senior high school",1000,"Excellent",159,"Somewhat happy",176,"Senior high school",1000
"1530","North",41,"Junior high school",1000,"Excellent",155,"Very happy",168,"Junior high school",1000
"1531","North",50,"Senior high school",1000,"Good",156,"Very happy",180,"Junior college",3000
"1532","North",53,"Junior high school",400,"Fair",157,"Somewhat happy",167,"Junior high school",700
"1533","North",35,"University",1000,"Fair",160,"Somewhat happy",180,"University",3000
"1534","North",48,"Senior high school",1000,"Not good",157,"Somewhat happy",170,"University",2000
